Nation:,Type / Application:,Operator:,Contractors:,Equipment:,Configuration:,Propulsion:,Power:,Lifetime:,Mass:,Orbit:,titulo
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,Crewed spacecraft,,,docking system,7K-TM,KTDU-35,Batteries,,,,"Soyuz 12, 17, 18, 21, 25 - 29, 31 - 40 (7K-T, 11F615A8)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,Crewed spacecraft,,,docking system,7K-TM,KTDU-35,Batteries,,,,"Soyuz 12, 17, 18, 21, 25 - 29, 31 - 40 (7K-T, 11F615A8)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M,Batteries,,,,"Zenit-4MT (Orion, 11F629)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-4MKM (Gerakl, 11F692M)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M,Batteries,,,,"Zenit-4MT (Orion, 11F629)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR / Russia,"Area Reconnaissance, photo (film return type)",GRU,TsSKB,,"Yantar Bus, Zenit reentry module",,"2 deployable solar arrays, batteries",,6600 kg,,"Yantar-1KFT (Kometa, Siluet, 11F660)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Crewed spacecraft,,,docking system,7K-TM,KTDU-35,Batteries,,,,"Soyuz 12, 17, 18, 21, 25 - 29, 31 - 40 (7K-T, 11F615A8)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Crewed spacecraft,,,docking system,7K-TM,KTDU-35,Batteries,,,,"Soyuz 12, 17, 18, 21, 25 - 29, 31 - 40 (7K-T, 11F615A8)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR / Russia,"Reconnaissance, photo (film return type)",GRU,TsSKB → TsSKB-Progress,,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",,,,"Yantar-4K2 (Kobalt, 11F695)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M,Batteries,,,,"Zenit-4MT (Orion, 11F629)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M,Batteries,,,,"Zenit-4MT (Orion, 11F629)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR / Russia,"Reconnaissance, photo (film return type)",GRU,TsSKB → TsSKB-Progress,,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",,,,"Yantar-4K2 (Kobalt, 11F695)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR / Russia,"Area Reconnaissance, photo (film return type)",GRU,TsSKB,,"Yantar Bus, Zenit reentry module",,"2 deployable solar arrays, batteries",,6600 kg,,"Yantar-1KFT (Kometa, Siluet, 11F660)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR / Russia,"Reconnaissance, photo (film return type)",GRU,TsSKB → TsSKB-Progress,,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",,,,"Yantar-4K2 (Kobalt, 11F695)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M,Batteries,,,,"Zenit-4MT (Orion, 11F629)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Cargo,RKK,,,,KTDU-80,Batteries,,,,"Progress 1 - 42 (11F615A15, 7K-TG)"
Russia,Amateur radio communication,Ordzhonikidze Aviation Institute,Ordzhonikidze Aviation Institute,,,None,"Solar cells, batteries",,28 kg,"334 km × 342 km, 51.59° (#2); 348 km × 355 km, 51.64° (#3)","Iskra 2, 3 (RK 02, 03)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR,"Reconnaissance, photo (data transmitting)",GRU,TsSKB,,Yantar Bus,,"2 deployable solar arrays, batteries",,,,"Yantar-4KS1 (Terilen, 11F694)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Priroda-3,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,,6100 kg,,"Zenit-4MKT (Fram, 11F635)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-18 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",45 days,,,"Yantar-4K1 (Oktan, 11F693)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Earth Observation (film return),,TsSKB,"Priroda-4 imaging system (2 × KFA-1000, 3 × KATE-200)",Vostok / Zenit Capsule,11D82M; S5.120 (maneuver module),Batteries,,6300 kg,SSO,Resurs-F1 (17F41)
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,Crewed spacecraft,,,,,,"2 deployable fixed solar arrays, batteries",,,,"Soyuz-T 1 - 15 (7K-ST, 11F732)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,Zhemchug-4 camera,"Yantar Bus, main reentry module, 2 small reentry capsules",,"2 deployable solar arrays, batteries",30 days,6600 kg,,"Yantar-2K (Feniks, 11F624)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
USSR,"Reconnaissance, photo (film return type)",GRU,TsSKB,,Zenit bus,11D82M; S5.120 (maneuver module),Batteries,14 days,6300 kg,,"Zenit-6U (Argon, 11F645)"
